Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,District Name,Floor Level
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,"1,450,000",452.09,"3,207",Apr-22,Strata,42,"34,524",99 yrs lease commencing from 1968,1," Raffles Place, Cecil, Marina, People's Park",01 to 05
SINGAPORE SHOPPING CENTRE,CLEMENCEAU AVENUE,Retail,"1,453,140","1,162.51","1,250",Apr-22,Strata,108,"13,455",99 yrs lease commencing from 1948,9," Orchard, Cairnhill, River Valley",01 to 05
MANDARIN GARDENS,SIGLAP ROAD,Retail,"3,100,000","2,368.08","1,309",Apr-22,Strata,220,"14,091",99 yrs lease commencing from 1982,15," Katong, Joo Chiat, Amber Road",01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"852,000",376.74,"2,262",Apr-22,Strata,35,"24,343",999 yrs lease commencing from 1829,6," High Street, Beach Road (part)",01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,300,000",290.63,"4,473",Apr-22,Strata,27,"48,148",Freehold,9," Orchard, Cairnhill, River Valley",01 to 05
JUNCTION NINE,YISHUN AVENUE 9,Retail,"855,000",204.52,"4,181",Apr-22,Strata,19,"45,000",99 yrs lease commencing from 2013,27," Yishun, Sembawang",01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"675,000",333.68,"2,023",Apr-22,Strata,31,"21,774",999 yrs lease commencing from 1829,6," High Street, Beach Road (part)",01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"2,150,000",495.14,"4,342",Apr-22,Strata,46,"46,739",Freehold,9," Orchard, Cairnhill, River Valley",01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Retail,"1,900,000",462.85,"4,105",Apr-22,Strata,43,"44,186",99 yrs lease commencing from 1997,7," Middle Road, Golden Mile",01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"464,000",161.46,"2,874",Apr-22,Strata,15,"30,933",Freehold,14," Geylang, Eunos",01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Retail,"900,000",290.63,"3,097",Apr-22,Strata,27,"33,333",99 yrs lease commencing from 1997,7," Middle Road, Golden Mile",01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"1,600,000",645.84,"2,477",Apr-22,Strata,60,"26,667",99 yrs lease commencing from 1976,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",01 to 05
VIEW AT KISMIS,LORONG KISMIS,Retail,"680,000",193.75,"3,510",Apr-22,Strata,18,"37,778",99 yrs lease commencing from 2019,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"660,000",269.1,"2,453",Apr-22,Strata,25,"26,400",99 yrs lease commencing from 1983,7," Middle Road, Golden Mile",01 to 05
SINGAPORE SHOPPING CENTRE,CLEMENCEAU AVENUE,Retail,"255,000",161.46,"1,579",Mar-22,Strata,15,"17,000",99 yrs lease commencing from 1948,9," Orchard, Cairnhill, River Valley",01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"860,000",365.98,"2,350",Mar-22,Strata,34,"25,294",99 yrs lease commencing from 1977,9," Orchard, Cairnhill, River Valley",01 to 05
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Retail,"1,686,000",602.78,"2,797",Mar-22,Strata,56,"30,107",99 yrs lease commencing from 2018,19," Serangoon Garden, Hougang, Punggol",B1 to B5
MILLAGE,CHANGI ROAD,Retail,"540,000",129.17,"4,181",Mar-22,Strata,12,"45,000",Freehold,14," Geylang, Eunos",01 to 05
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Retail,"1,596,000",602.78,"2,648",Mar-22,Strata,56,"28,500",99 yrs lease commencing from 2018,19," Serangoon Garden, Hougang, Punggol",B1 to B5
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Retail,"1,634,688",602.78,"2,712",Mar-22,Strata,56,"29,191",99 yrs lease commencing from 2018,19," Serangoon Garden, Hougang, Punggol",B1 to B5
THE WOODGROVE,WOODLANDS AVENUE 1,Retail,"68,680,000","55,370.02","1,240",Mar-22,Strata,"5,144","13,351",99 yrs lease commencing from 1996,25," Kranji, Woodgrove",-
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"938,000",365.98,"2,563",Mar-22,Strata,34,"27,588",99 yrs lease commencing from 1979,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",01 to 05
THE COMMERZE@IRVING,IRVING PLACE,Retail,"386,915",258.34,"1,498",Mar-22,Strata,24,"16,121",60 yrs lease commencing from 2011,13," Macpherson, Braddell",01 to 05
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Retail,"1,607,278",602.78,"2,666",Mar-22,Strata,56,"28,701",99 yrs lease commencing from 2018,19," Serangoon Garden, Hougang, Punggol",B1 to B5
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Retail,"1,607,278",602.78,"2,666",Mar-22,Strata,56,"28,701",99 yrs lease commencing from 2018,19," Serangoon Garden, Hougang, Punggol",B1 to B5
SIM LIM TOWER,JALAN BESAR,Retail,"1,455,000",710.42,"2,048",Mar-22,Strata,66,"22,045",Freehold,8, Little India,01 to 05
MILLAGE,CHANGI ROAD,Retail,"1,550,000",602.78,"2,571",Mar-22,Strata,56,"27,679",Freehold,14," Geylang, Eunos",01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"9,200,000","4,090.32","2,249",Mar-22,Strata,380,"24,211",999 yrs lease commencing from 1828,6," High Street, Beach Road (part)",B1 to B5
CONCORDE SHOPPING CENTRE,OUTRAM ROAD,Retail,"472,000",258.34,"1,827",Mar-22,Strata,24,"19,667",99 yrs lease commencing from 1980,3," Queenstown, Tiong Bahru",01 to 05
GOLDEN MILE COMPLEX,BEACH ROAD,Retail,"120,000",64.58,"1,858",Mar-22,Strata,6,"20,000",99 yrs lease commencing from 1969,7," Middle Road, Golden Mile",01 to 05
N.A.,OUTRAM ROAD,Retail,"6,102,000","1,356.26","4,499",Mar-22,Strata,126,"48,429",Freehold,3," Queenstown, Tiong Bahru",-
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"480,000",118.4,"4,054",Mar-22,Strata,11,"43,636",Freehold,3," Queenstown, Tiong Bahru",01 to 05
GOLDEN MILE COMPLEX,BEACH ROAD,Retail,"680,000",312.16,"2,178",Mar-22,Strata,29,"23,448",99 yrs lease commencing from 1969,7," Middle Road, Golden Mile",01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"710,000",344.45,"2,061",Mar-22,Strata,32,"22,188",99 yrs lease commencing from 1969,6," High Street, Beach Road (part)",01 to 05
EUHABITAT,JALAN EUNOS,Retail,"875,000",861.12,"1,016",Mar-22,Strata,80,"10,938",99 yrs lease commencing from 2010,14," Geylang, Eunos",01 to 05
SIM LIM TOWER,JALAN BESAR,Retail,"800,000",322.92,"2,477",Mar-22,Strata,30,"26,667",Freehold,8, Little India,B1 to B5
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"300,000",182.99,"1,639",Mar-22,Strata,17,"17,647",999 yrs lease commencing from 1883,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",01 to 05
ICON @ PASIR PANJANG,PASIR PANJANG ROAD,Retail,"1,520,000",409.03,"3,716",Mar-22,Strata,38,"40,000",Freehold,5," Pasir Panjang, Hong Leong Garden, Clementi New Town",01 to 05
SPAZIO @ KOVAN,UPPER SERANGOON ROAD,Retail,"1,100,000",656.6,"1,675",Mar-22,Strata,61,"18,033",Freehold,19," Serangoon Garden, Hougang, Punggol",01 to 05
LOFT @ NATHAN,RIVER VALLEY ROAD,Retail,"2,600,000",656.6,"3,960",Mar-22,Strata,61,"42,623",Freehold,10," Ardmore, Bukit Timah, Holland Road, Tanglin",01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"820,000",333.68,"2,457",Mar-22,Strata,31,"26,452",Freehold,19," Serangoon Garden, Hougang, Punggol",01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"1,080,000",602.78,"1,792",Mar-22,Strata,56,"19,286",99 yrs lease commencing from 1974,7," Middle Road, Golden Mile",01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"1,210,000",570.49,"2,121",Feb-22,Strata,53,"22,830",999 yrs lease commencing from 1829,6," High Street, Beach Road (part)",01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,160,000",624.31,"1,858",Feb-22,Strata,58,"20,000",99 yrs lease commencing from 1983,7," Middle Road, Golden Mile",01 to 05
FUYUEN COURT,SIMS AVENUE,Retail,"1,608,000",828.83,"1,940",Feb-22,Strata,77,"20,883",Freehold,14," Geylang, Eunos",01 to 05
KAP,KING ALBERT PARK,Retail,"1,100,000",279.86,"3,930",Feb-22,Strata,26,"42,308",Freehold,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",01 to 05
INTERNATIONAL PLAZA,ANSON ROAD,Retail,"2,850,000","1,065.64","2,674",Feb-22,Strata,99,"28,788",99 yrs lease commencing from 1970,2," Anson, Tanjong Pagar",01 to 05
THE MIDTOWN,UPPER SERANGOON ROAD,Retail,"888,000",258.34,"3,437",Feb-22,Strata,24,"37,000",99 yrs lease commencing from 2013,19," Serangoon Garden, Hougang, Punggol",01 to 05
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Retail,"1,596,000",602.78,"2,648",Feb-22,Strata,56,"28,500",99 yrs lease commencing from 2018,19," Serangoon Garden, Hougang, Punggol",B1 to B5
SPACE @ KOVAN,YIO CHU KANG ROAD,Retail,"650,000",193.75,"3,355",Feb-22,Strata,18,"36,111",Freehold,19," Serangoon Garden, Hougang, Punggol",01 to 05
CITY GATE,BEACH ROAD,Retail,"968,000",452.09,"2,141",Feb-22,Strata,42,"23,048",99 yrs lease commencing from 2014,7," Middle Road, Golden Mile",B1 to B5
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,"900,000",161.46,"5,574",Feb-22,Strata,15,"60,000",Freehold,10," Ardmore, Bukit Timah, Holland Road, Tanglin",01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"580,000",215.28,"2,694",Feb-22,Strata,20,"29,000",99 yrs lease commencing from 1977,9," Orchard, Cairnhill, River Valley",01 to 05
SIM LIM TOWER,JALAN BESAR,Retail,"1,200,000",538.2,"2,230",Feb-22,Strata,50,"24,000",Freehold,8, Little India,01 to 05
SULTAN PLAZA,JALAN SULTAN,Retail,"214,888",86.11,"2,495",Feb-22,Strata,8,"26,861",99 yrs lease commencing from 1978,7," Middle Road, Golden Mile",06 to 10
GOLDEN MILE TOWER,BEACH ROAD,Retail,"310,000",193.75,"1,600",Feb-22,Strata,18,"17,222",99 yrs lease commencing from 1969,7," Middle Road, Golden Mile",B1 to B5
TEXTILE CENTRE,JALAN SULTAN,Retail,"380,000",247.57,"1,535",Feb-22,Strata,23,"16,522",99 yrs lease commencing from 1970,7," Middle Road, Golden Mile",01 to 05
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"360,000",75.35,"4,778",Feb-22,Strata,7,"51,429",Freehold,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"701,000",161.46,"4,342",Feb-22,Strata,15,"46,733",Freehold,9," Orchard, Cairnhill, River Valley",01 to 05
ROXY SQUARE,EAST COAST ROAD,Retail,"1,280,000",602.78,"2,123",Jan-22,Strata,56,"22,857",9999 yrs lease commencing from 1980,15," Katong, Joo Chiat, Amber Road",01 to 05
THOMSON V TWO,SIN MING ROAD,Retail,"350,000",107.64,"3,252",Jan-22,Strata,10,"35,000",Freehold,20," Bishan, Ang Mo Kio",01 to 05
UNI BUILDING,TELOK KURAU ROAD,Retail,"2,950,000","1,410.08","2,092",Jan-22,Strata,131,"22,519",Freehold,15," Katong, Joo Chiat, Amber Road",01 to 05
ONE DUSUN RESIDENCES,JALAN DUSUN,Retail,"338,000",150.7,"2,243",Jan-22,Strata,14,"24,143",Freehold,12," Balestier, Toa Payoh, Serangoon",01 to 05
OXLEY TOWER,ROBINSON ROAD,Retail,"728,000",182.99,"3,978",Jan-22,Strata,17,"42,824",Freehold,1," Raffles Place, Cecil, Marina, People's Park",01 to 05
JCUBE,JURONG EAST CENTRAL 1,Retail,"340,000,000","83,649.20","4,065",Jan-22,Land,"7,771.20","43,751",99 yrs lease commencing from 1991,22, Jurong,-
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"1,608,888",850.36,"1,892",Jan-22,Strata,79,"20,366",Freehold,14," Geylang, Eunos",01 to 05
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"515,000",96.88,"5,316",Jan-22,Strata,9,"57,222",Freehold,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",01 to 05
SULTAN GATE PLACE,SULTAN GATE,Retail,"6,600,000","3,261.49","2,024",Jan-22,Strata,303,"21,782",999 yrs lease commencing from 1827,7," Middle Road, Golden Mile",01 to 05
1953,TESSENSOHN ROAD,Retail,"2,701,000",785.77,"3,437",Jan-22,Strata,73,"37,000",Freehold,8, Little India,01 to 05
BALMORAL PLAZA,BUKIT TIMAH ROAD,Retail,"1,680,000",764.24,"2,198",Jan-22,Strata,71,"23,662",Freehold,10," Ardmore, Bukit Timah, Holland Road, Tanglin",01 to 05
JUNCTION NINE,YISHUN AVENUE 9,Retail,"1,060,000",398.27,"2,662",Jan-22,Strata,37,"28,649",99 yrs lease commencing from 2013,27," Yishun, Sembawang",01 to 05
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,"1,280,000",430.56,"2,973",Jan-22,Strata,40,"32,000",99 yrs lease commencing from 1980,7," Middle Road, Golden Mile",01 to 05
THE BENCOOLEN,BENCOOLEN STREET,Retail,"970,093",215.28,"4,506",Jan-22,Strata,20,"48,505",99 yrs lease commencing from 1995,7," Middle Road, Golden Mile",01 to 05
THE VENUE SHOPPES,TAI THONG CRESCENT,Retail,"2,480,000",484.38,"5,120",Dec-21,Strata,45,"55,111",99 yrs lease commencing from 2012,13," Macpherson, Braddell",01 to 05
HAVELOCK2,HAVELOCK ROAD,Retail,"1,200,000",269.1,"4,459",Dec-21,Strata,25,"48,000",99 yrs lease commencing from 1983,1," Raffles Place, Cecil, Marina, People's Park",01 to 05
SOHO LIFE,JOO CHIAT ROAD,Retail,"2,000,000",710.42,"2,815",Dec-21,Strata,66,"30,303",Freehold,15," Katong, Joo Chiat, Amber Road",01 to 05
SOHO LIFE,JOO CHIAT ROAD,Retail,"995,000",355.21,"2,801",Dec-21,Strata,33,"30,152",Freehold,15," Katong, Joo Chiat, Amber Road",01 to 05
N.A.,LORONG 13 GEYLANG,Retail,"1,900,000","1,215.26","1,563",Dec-21,Land,112.9,"16,829",Freehold,14," Geylang, Eunos",-
N.A.,LORONG 13 GEYLANG,Retail,"1,200,000","1,204.49",996,Dec-21,Land,111.9,"10,724",Freehold,14," Geylang, Eunos",-
GOLDEN MILE COMPLEX,BEACH ROAD,Retail,"290,000",172.22,"1,684",Dec-21,Strata,16,"18,125",99 yrs lease commencing from 1969,7," Middle Road, Golden Mile",01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"695,000",269.1,"2,583",Dec-21,Strata,25,"27,800",99 yrs lease commencing from 1983,7," Middle Road, Golden Mile",01 to 05
BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,Retail,"800,000",419.8,"1,906",Dec-21,Strata,39,"20,513",99 yrs lease commencing from 2011,19," Serangoon Garden, Hougang, Punggol",01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"500,000",312.16,"1,602",Dec-21,Strata,29,"17,241",99 yrs lease commencing from 1974,7," Middle Road, Golden Mile",01 to 05
ROXY SQUARE,EAST COAST ROAD,Retail,"870,000",344.45,"2,526",Dec-21,Strata,32,"27,188",9999 yrs lease commencing from 1980,15," Katong, Joo Chiat, Amber Road",01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,950,000",398.27,"4,896",Dec-21,Strata,37,"52,703",Freehold,9," Orchard, Cairnhill, River Valley",01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"1,033,000",322.92,"3,199",Dec-21,Strata,30,"34,433",999 yrs lease commencing from 1828,6," High Street, Beach Road (part)",01 to 05
OXLEY TOWER,ROBINSON ROAD,Retail,"1,250,000",365.98,"3,416",Dec-21,Strata,34,"36,765",Freehold,1," Raffles Place, Cecil, Marina, People's Park",01 to 05
PENINSULA EXCELSIOR HOTEL,COLEMAN STREET,Retail,"390,000",258.34,"1,510",Dec-21,Strata,24,"16,250",99 yrs lease commencing from 1979,6," High Street, Beach Road (part)",01 to 05
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Retail,"600,000",322.92,"1,858",Dec-21,Strata,30,"20,000",999 yrs lease commencing from 1828,6," High Street, Beach Road (part)",01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"950,000",398.27,"2,385",Dec-21,Strata,37,"25,676",99 yrs lease commencing from 1983,7," Middle Road, Golden Mile",01 to 05
THE MIDTOWN,UPPER SERANGOON ROAD,Retail,"780,000",258.34,"3,019",Dec-21,Strata,24,"32,500",99 yrs lease commencing from 2013,19," Serangoon Garden, Hougang, Punggol",01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"768,000",247.57,"3,102",Dec-21,Strata,23,"33,391",999 yrs lease commencing from 1828,6," High Street, Beach Road (part)",B1 to B5
TEXTILE CENTRE,JALAN SULTAN,Retail,"950,000",904.18,"1,051",Dec-21,Strata,84,"11,310",99 yrs lease commencing from 1970,7," Middle Road, Golden Mile",01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"3,550,000",624.31,"5,686",Dec-21,Strata,58,"61,207",999 yrs lease commencing from 1828,6," High Street, Beach Road (part)",01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"1,184,000",667.37,"1,774",Dec-21,Strata,62,"19,097",999 yrs lease commencing from 1829,6," High Street, Beach Road (part)",01 to 05
THOMSON PLAZA,UPPER THOMSON ROAD,Retail,"1,400,000",355.21,"3,941",Dec-21,Strata,33,"42,424",99 yrs lease commencing from 1976,20," Bishan, Ang Mo Kio",01 to 05
BEAUTY WORLD PLAZA,UPPER BUKIT TIMAH ROAD,Retail,"950,000",279.86,"3,395",Dec-21,Strata,26,"36,538",999 yrs lease commencing from 1884,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",01 to 05
D'LEEDON,LEEDON HEIGHTS,Retail,"2,830,000","1,205.57","2,347",Dec-21,Strata,112,"25,268",99 yrs lease commencing from 2010,10," Ardmore, Bukit Timah, Holland Road, Tanglin",01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,780,000",322.92,"5,512",Dec-21,Strata,30,"59,333",Freehold,9," Orchard, Cairnhill, River Valley",01 to 05
1953,TESSENSOHN ROAD,Retail,"2,415,000",699.66,"3,452",Dec-21,Strata,65,"37,154",Freehold,8, Little India,01 to 05
SUNHAVEN,UPPER CHANGI ROAD EAST,Retail,"750,000",559.73,"1,340",Dec-21,Strata,52,"14,423",Freehold,16," Bedok, Upper East Coast, Eastwood, Kew Drive",01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"700,000",279.86,"2,501",Dec-21,Strata,26,"26,923",Freehold,19," Serangoon Garden, Hougang, Punggol",01 to 05
OXLEY TOWER,ROBINSON ROAD,Retail,"528,000",161.46,"3,270",Dec-21,Strata,15,"35,200",Freehold,1," Raffles Place, Cecil, Marina, People's Park",01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"1,250,000",516.67,"2,419",Dec-21,Strata,48,"26,042",99 yrs lease commencing from 1976,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",01 to 05
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,"900,000",172.22,"5,226",Dec-21,Strata,16,"56,250",Freehold,10," Ardmore, Bukit Timah, Holland Road, Tanglin",01 to 05
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,"900,000",312.16,"2,883",Nov-21,Strata,29,"31,034",99 yrs lease commencing from 1968,1," Raffles Place, Cecil, Marina, People's Park",01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"490,000",215.28,"2,276",Nov-21,Strata,20,"24,500",99 yrs lease commencing from 1977,9," Orchard, Cairnhill, River Valley",01 to 05
N.A.,ST. GEORGE'S ROAD,Retail,"3,750,000","1,194.80","3,139",Nov-21,Strata,111,"33,784",Freehold,12," Balestier, Toa Payoh, Serangoon",-
FORTUNE CENTRE,MIDDLE ROAD,Retail,"580,000",301.39,"1,924",Nov-21,Strata,28,"20,714",99 yrs lease commencing from 1980,7," Middle Road, Golden Mile",01 to 05
CROWN CENTRE,BUKIT TIMAH ROAD,Retail,"2,550,000",807.3,"3,159",Nov-21,Strata,75,"34,000",Freehold,10," Ardmore, Bukit Timah, Holland Road, Tanglin",01 to 05
111 SOMERSET,SOMERSET ROAD,Retail,"2,860,000",947.23,"3,019",Nov-21,Strata,88,"32,500",99 yrs lease commencing from 1975,9," Orchard, Cairnhill, River Valley",11 to 15
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"480,000",258.34,"1,858",Nov-21,Strata,24,"20,000",Freehold,19," Serangoon Garden, Hougang, Punggol",01 to 05
GOLDEN MILE COMPLEX,BEACH ROAD,Retail,"370,000",247.57,"1,495",Nov-21,Strata,23,"16,087",99 yrs lease commencing from 1969,7," Middle Road, Golden Mile",01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"1,470,000",452.09,"3,252",Nov-21,Strata,42,"35,000",999 yrs lease commencing from 1828,6," High Street, Beach Road (part)",B1 to B5
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"320,000",129.17,"2,477",Nov-21,Strata,12,"26,667",Freehold,14," Geylang, Eunos",01 to 05
1953,TESSENSOHN ROAD,Retail,"2,442,000",731.95,"3,336",Nov-21,Strata,68,"35,912",Freehold,8, Little India,01 to 05
CONCORDE SHOPPING CENTRE,OUTRAM ROAD,Retail,"292,000",215.28,"1,356",Nov-21,Strata,20,"14,600",99 yrs lease commencing from 1980,3," Queenstown, Tiong Bahru",B1 to B5
PLUS,CECIL STREET,Retail,"3,785,060","1,270.15","2,980",Nov-21,Strata,118,"32,077",99 yrs lease commencing from 1989,1," Raffles Place, Cecil, Marina, People's Park",06 to 10
HEXACUBE,CHANGI ROAD,Retail,"731,665",441.32,"1,658",Oct-21,Strata,41,"17,845",Freehold,14," Geylang, Eunos",B1 to B5
BEAUTY WORLD PLAZA,UPPER BUKIT TIMAH ROAD,Retail,"1,150,000",344.45,"3,339",Oct-21,Strata,32,"35,938",999 yrs lease commencing from 1884,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",01 to 05
TRIO,SAM LEONG ROAD,Retail,"2,354,000",484.38,"4,860",Oct-21,Strata,45,"52,311",Freehold,8, Little India,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"350,000",139.93,"2,501",Oct-21,Strata,13,"26,923",Freehold,14," Geylang, Eunos",01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"1,170,000",236.81,"4,941",Oct-21,Strata,22,"53,182",99 yrs lease commencing from 2013,12," Balestier, Toa Payoh, Serangoon",01 to 05
THE MIDTOWN,UPPER SERANGOON ROAD,Retail,"1,069,000",301.39,"3,547",Oct-21,Strata,28,"38,179",99 yrs lease commencing from 2013,19," Serangoon Garden, Hougang, Punggol",01 to 05
MODA,EAST COAST ROAD,Retail,"5,500,000","1,539.25","3,573",Oct-21,Strata,143,"38,462",Freehold,15," Katong, Joo Chiat, Amber Road",01 to 05
ROXY SQUARE,EAST COAST ROAD,Retail,"775,000",301.39,"2,571",Oct-21,Strata,28,"27,679",9999 yrs lease commencing from 1999,15," Katong, Joo Chiat, Amber Road",01 to 05
KEMBANGAN COURT,JALAN MASJID,Retail,"1,025,000",505.91,"2,026",Oct-21,Strata,47,"21,809",Freehold,14," Geylang, Eunos",01 to 05
FUYUEN COURT,SIMS AVENUE,Retail,"2,100,000","1,205.57","1,742",Oct-21,Strata,112,"18,750",Freehold,14," Geylang, Eunos",01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"520,000",161.46,"3,221",Oct-21,Strata,15,"34,667",Freehold,15," Katong, Joo Chiat, Amber Road",01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"4,264,000","1,140.98","3,737",Oct-21,Strata,106,"40,226",99 yrs lease commencing from 1974,7," Middle Road, Golden Mile",01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"2,816,000",753.48,"3,737",Oct-21,Strata,70,"40,229",99 yrs lease commencing from 1974,7," Middle Road, Golden Mile",01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,110,000",344.45,"3,223",Oct-21,Strata,32,"34,688",Freehold,9," Orchard, Cairnhill, River Valley",01 to 05
EASTWOOD CENTRE,EASTWOOD ROAD,Retail,"1,280,000",419.8,"3,049",Oct-21,Strata,39,"32,821",99 yrs lease commencing from 1995,16," Bedok, Upper East Coast, Eastwood, Kew Drive",01 to 05
ICON@CHANGI,CHANGI ROAD,Retail,"2,200,000",828.83,"2,654",Oct-21,Strata,77,"28,571",Freehold,14," Geylang, Eunos",01 to 05
SHENTON HOUSE,SHENTON WAY,Retail,"3,030,000",807.3,"3,753",Oct-21,Strata,75,"40,400",99 yrs lease commencing from 1969,1," Raffles Place, Cecil, Marina, People's Park",01 to 05
SIMS URBAN OASIS,SIMS DRIVE,Retail,"880,000",602.78,"1,460",Oct-21,Strata,56,"15,714",99 yrs lease commencing from 2014,14," Geylang, Eunos",01 to 05
